Recall,Precision,F1 score,Validation Critic,Anomaly Critic,Val-Anom critic,Critic cost,Critic cost gp,Mean critic cost,Evaluation time,TP,FP,TN,FN
1,1,1,-4.07312917709351,-6.75811576843262,-2.68498659133911,-0.568953037261963,-0.501445055007935,-4.07312917709351,1.59181904792786,64,0,64,0
0.9375,0.9375,0.9375,-4.44326686859131,-6.79233741760254,-2.34907054901123,-0.685275077819824,-0.64319109916687,-4.44326686859131,1.6360330581665,60,4,60,4
1,1,1,-4.83003425598145,-8.28654098510742,-3.45650672912598,-0.532713890075684,-0.496497273445129,-4.83003425598145,1.62039399147034,64,0,64,0
1,1,1,-4.17825794219971,-7.56287288665772,-3.38461494445801,-0.793465614318848,-0.601729393005371,-4.17825794219971,1.75433301925659,64,0,64,0
1,1,1,-4.5889368057251,-7.43659067153931,-2.84765386581421,-0.646670341491699,-0.547940075397491,-4.5889368057251,1.65689420700073,64,0,64,0
1,1,1,-4.58694267272949,-7.70464849472046,-3.11770582199097,-0.618557929992676,-0.583595871925354,-4.58694267272949,1.62822890281677,64,0,64,0
1,1,1,-4.05908441543579,-6.85373544692993,-2.79465103149414,-0.601964950561523,-0.553492724895477,-4.05908441543579,1.78122782707214,64,0,64,0
0.921875,0.921875,0.921875,-4.49908399581909,-6.5506591796875,-2.05157518386841,-0.852323055267334,-0.761103451251983,-4.49908399581909,1.61818099021912,59,5,59,5
0.78125,0.78125,0.78125,-3.54082155227661,-5.31768608093262,-1.77686452865601,-0.923794269561768,-0.841961205005646,-3.54082155227661,1.61256909370422,50,14,50,14
0.96875,0.96875,0.96875,-4.79738140106201,-7.05777359008789,-2.26039218902588,-0.6830735206604,-0.654561400413513,-4.79738140106201,1.61308598518372,62,2,62,2
1,1,1,-3.89229488372803,-8.19772338867188,-4.30542850494385,-0.453866004943848,-0.422606855630875,-3.89229488372803,1.76877284049988,64,0,64,0
1,1,1,-2.82639837265015,-6.95990467071533,-4.13350629806519,-0.442304611206055,-0.410734295845032,-2.82639837265015,1.62840104103088,64,0,64,0
1,1,1,-3.76076436042786,-7.41873359680176,-3.6579692363739,-0.634469509124756,-0.54180371761322,-3.76076436042786,1.64229202270508,64,0,64,0
1,1,1,-3.75858592987061,-6.37115621566772,-2.61257028579712,-0.654213666915894,-0.609217643737793,-3.75858592987061,1.62835907936096,64,0,64,0
1,1,1,-3.7242112159729,-7.57463550567627,-3.85042428970337,-0.647436618804932,-0.511655569076538,-3.7242112159729,1.77579593658447,64,0,64,0
1,1,1,-4.19989109039307,-7.33381366729736,-3.1339225769043,-0.656779766082764,-0.491597354412079,-4.19989109039307,1.6399290561676,64,0,64,0
1,1,1,-3.29412722587585,-7.46220397949219,-4.16807651519775,-0.598686933517456,-0.566468894481659,-3.29412722587585,1.62571883201599,64,0,64,0
0.984375,0.984375,0.984375,-3.98401880264282,-7.0145149230957,-3.03049612045288,-0.569188594818115,-0.533882558345795,-3.98401880264282,1.64305186271667,63,1,63,1
1,1,1,-2.68518972396851,-7.83273649215698,-5.14754676818848,-0.585614681243897,-0.518248498439789,-2.68518972396851,1.78266000747681,64,0,64,0
1,1,1,-4.00487852096558,-8.49741458892822,-4.49253606796265,-0.63798451423645,-0.604066848754883,-4.00487852096558,1.6442289352417,64,0,64,0
1,1,1,-3.84988164901733,-7.61863374710083,-3.7687520980835,-0.549445867538452,-0.481220632791519,-3.84988164901733,1.60797810554504,64,0,64,0
1,1,1,-2.86803793907166,-7.38854217529297,-4.52050399780273,-0.604426622390747,-0.444357693195343,-2.86803793907166,1.7699339389801,64,0,64,0
0.96875,0.96875,0.96875,-4.96334886550903,-7.90517902374268,-2.94183015823364,-0.684058666229248,-0.633345365524292,-4.96334886550903,1.63153910636902,62,2,62,2
0.96875,0.96875,0.96875,-4.98710012435913,-7.14614963531494,-2.15904951095581,-0.605223178863525,-0.499834299087524,-4.98710012435913,1.63352990150452,62,2,62,2
1,1,1,-3.87752342224121,-7.13541889190674,-3.25789546966553,-0.739934921264648,-0.674334764480591,-3.87752342224121,1.62659287452698,64,0,64,0
1,1,1,-4.94702005386353,-10.263973236084,-5.31695318222046,-0.509626865386963,-0.478136360645294,-4.94702005386353,1.74391794204712,64,0,64,0
1,1,1,-4.64288330078125,-8.03664016723633,-3.39375686645508,-0.654850006103516,-0.593719124794006,-4.64288330078125,1.64900898933411,64,0,64,0
1,1,1,-4.214524269104,-9.46486282348633,-5.25033855438232,-0.678909301757813,-0.648540794849396,-4.214524269104,1.63053321838379,64,0,64,0
1,1,1,-5.00484657287598,-9.10892295837402,-4.10407638549805,-0.568885803222656,-0.533184826374054,-5.00484657287598,1.65118908882141,64,0,64,0
1,1,1,-4.57523202896118,-8.85665225982666,-4.28142023086548,-0.566104650497437,-0.532889425754547,-4.57523202896118,1.78727293014526,64,0,64,0
1,1,1,-3.58992743492126,-7.83559131622314,-4.2456636428833,-0.572161197662354,-0.53407096862793,-3.58992743492126,1.64041209220886,64,0,64,0
1,1,1,-5.14957332611084,-12.2862339019775,-7.1366605758667,-0.62272572517395,-0.576549649238586,-5.14957332611084,1.6187629699707,64,0,64,0
1,1,1,-6.23339891433716,-10.0126667022705,-3.77926778793335,-0.590043067932129,-0.503422975540161,-6.23339891433716,1.7584228515625,64,0,64,0
1,1,1,-5.95208835601807,-9.76547431945801,-3.81338596343994,-0.603967666625977,-0.509753704071045,-5.95208835601807,1.63561081886292,64,0,64,0
1,1,1,-4.53215456008911,-8.74239921569824,-4.21024465560913,-0.605303764343262,-0.554478287696838,-4.53215456008911,1.64515900611877,64,0,64,0
1,1,1,-4.6600866317749,-8.75236511230469,-4.09227848052979,-0.624107360839844,-0.490755200386047,-4.6600866317749,1.62167501449585,64,0,64,0
1,1,1,-5.45609951019287,-8.52811336517334,-3.07201385498047,-0.631856441497803,-0.593036472797394,-5.45609951019287,1.78322911262512,64,0,64,0
1,1,1,-5.78550148010254,-10.125171661377,-4.33967018127441,-0.607194900512695,-0.555321872234345,-5.78550148010254,1.66645002365112,64,0,64,0
1,1,1,-5.17679929733276,-9.00707817077637,-3.8302788734436,-0.636659145355225,-0.591020703315735,-5.17679929733276,1.65334796905518,64,0,64,0
1,1,1,-4.77601099014282,-9.55983734130859,-4.78382635116577,-0.581874847412109,-0.486005008220673,-4.77601099014282,1.77471494674683,64,0,64,0
1,1,1,-3.97657227516174,-10.1509475708008,-6.17437553405762,-0.5755934715271,-0.526854515075684,-3.97657227516174,1.63485598564148,64,0,64,0
1,1,1,-5.55505132675171,-9.36730575561523,-3.81225442886353,-0.74553108215332,-0.700138509273529,-5.55505132675171,1.660719871521,64,0,64,0
1,1,1,-4.95431900024414,-10.7991724014282,-5.84485340118408,-0.588319301605225,-0.54724907875061,-4.95431900024414,1.65086078643799,64,0,64,0
1,1,1,-6.36584568023682,-10.8438587188721,-4.47801303863525,-0.498189449310303,-0.463502764701843,-6.36584568023682,1.76008200645447,64,0,64,0
0.984375,0.984375,0.984375,-5.81854772567749,-8.92982482910156,-3.11127710342407,-0.641630172729492,-0.612318456172943,-5.81854772567749,1.65555787086487,63,1,63,1
1,1,1,-5.94307231903076,-10.8179607391357,-4.87488842010498,-0.579133033752441,-0.523382961750031,-5.94307231903076,1.66493701934814,64,0,64,0
1,1,1,-6.9677791595459,-10.4288444519043,-3.4610652923584,-0.457577705383301,-0.414104461669922,-6.9677791595459,1.84294509887695,64,0,64,0
1,1,1,-6.50851535797119,-9.94585514068604,-3.43733978271484,-0.642959594726563,-0.588633000850678,-6.50851535797119,1.65526509284973,64,0,64,0
1,1,1,-5.67559671401978,-10.8069639205933,-5.13136720657349,-0.585744857788086,-0.517739057540894,-5.67559671401978,1.64693689346313,64,0,64,0
1,1,1,-6.76302099227905,-10.7767963409424,-4.01377534866333,-0.717904090881348,-0.5818892121315,-6.76302099227905,1.63947296142578,64,0,64,0
1,1,1,-6.0119161605835,-10.7309398651123,-4.71902370452881,-0.691200733184814,-0.618085026741028,-6.0119161605835,1.81392812728882,64,0,64,0
1,1,1,-6.46090984344482,-10.7929420471191,-4.33203220367432,-0.666169166564941,-0.591921448707581,-6.46090984344482,1.66804313659668,64,0,64,0
1,1,1,-6.73575735092163,-12.2724390029907,-5.53668165206909,-0.603858470916748,-0.542405486106873,-6.73575735092163,1.66179990768433,64,0,64,0
1,1,1,-7.25196123123169,-11.7357311248779,-4.48376989364624,-0.680382251739502,-0.649645209312439,-7.25196123123169,1.78116583824158,64,0,64,0
1,1,1,-5.93607044219971,-12.5945129394531,-6.65844249725342,-0.80259895324707,-0.689075171947479,-5.93607044219971,1.65840101242065,64,0,64,0
1,1,1,-6.61311054229736,-11.0207805633545,-4.40767002105713,-0.762538433074951,-0.68860799074173,-6.61311054229736,1.67118620872498,64,0,64,0
1,1,1,-5.97712326049805,-10.7588405609131,-4.78171730041504,-0.174831390380859,-0.121767371892929,-5.97712326049805,1.66076898574829,64,0,64,0
1,1,1,-7.20804500579834,-12.4423007965088,-5.23425579071045,-0.679208755493164,-0.635056853294373,-7.20804500579834,1.81310892105103,64,0,64,0
1,1,1,-6.97702312469482,-11.9255332946777,-4.94851016998291,-0.467034816741943,-0.440652996301651,-6.97702312469482,1.64905905723572,64,0,64,0
0.984375,0.984375,0.984375,-6.33662271499634,-10.1286544799805,-3.79203176498413,-0.637204170227051,-0.614748895168304,-6.33662271499634,1.64932203292847,63,1,63,1
1,1,1,-7.66342067718506,-12.9113140106201,-5.24789333343506,-0.72008228302002,-0.676484048366547,-7.66342067718506,1.78056406974792,64,0,64,0
1,1,1,-6.82932043075562,-11.1163206100464,-4.28700017929077,-0.577054500579834,-0.512292206287384,-6.82932043075562,1.65809392929077,64,0,64,0
1,1,1,-8.13135528564453,-13.0411787033081,-4.90982341766357,-0.664560317993164,-0.634578704833984,-8.13135528564453,1.66779708862305,64,0,64,0
1,1,1,-7.84242153167725,-13.9160957336426,-6.07367420196533,-0.799774646759033,-0.718711495399475,-7.84242153167725,1.6466281414032,64,0,64,0
1,1,1,-6.76670360565186,-13.0099029541016,-6.24319934844971,-0.624814987182617,-0.586194932460785,-6.76670360565186,1.85233211517334,64,0,64,0
1,1,1,-7.13954639434814,-12.5484504699707,-5.40890407562256,-0.532592296600342,-0.462920725345612,-7.13954639434814,1.6848578453064,64,0,64,0
1,1,1,-8.16851139068604,-14.5448122024536,-6.37630081176758,-0.646215438842773,-0.498266935348511,-8.16851139068604,1.69632506370544,64,0,64,0
1,1,1,-7.1518726348877,-12.0083770751953,-4.85650444030762,-0.605964660644531,-0.544287919998169,-7.1518726348877,1.80999088287354,64,0,64,0
1,1,1,-7.32232093811035,-12.7381830215454,-5.41586208343506,-0.620860099792481,-0.563322186470032,-7.32232093811035,1.66359901428223,64,0,64,0
1,1,1,-7.92956638336182,-14.0927038192749,-6.16313743591309,-0.715086460113525,-0.658175230026245,-7.92956638336182,1.6796350479126,64,0,64,0
1,1,1,-7.26337814331055,-11.1665935516357,-3.9032154083252,-0.745970726013184,-0.687564492225647,-7.26337814331055,1.80906510353088,64,0,64,0
1,1,1,-8.31550216674805,-14.3084344863892,-5.99293231964111,-0.623025417327881,-0.585530042648315,-8.31550216674805,1.69974994659424,64,0,64,0
1,1,1,-7.66738128662109,-12.1981897354126,-4.5308084487915,-0.401158332824707,-0.36198890209198,-7.66738128662109,1.66024398803711,64,0,64,0
1,1,1,-8.48380756378174,-14.222336769104,-5.73852920532227,-0.705830574035645,-0.620816826820374,-8.48380756378174,1.81101703643799,64,0,64,0
1,1,1,-8.72110652923584,-13.1966304779053,-4.47552394866943,-0.747472763061523,-0.708525598049164,-8.72110652923584,1.6871190071106,64,0,64,0
1,1,1,-8.16904830932617,-14.4397125244141,-6.27066421508789,-0.537771224975586,-0.471910685300827,-8.16904830932617,1.67616581916809,64,0,64,0
1,1,1,-9.25633430480957,-14.9388980865479,-5.68256378173828,-0.731169700622559,-0.640826106071472,-9.25633430480957,1.84138298034668,64,0,64,0
1,1,1,-8.27814197540283,-13.5474910736084,-5.26934909820557,-0.682998657226563,-0.624189496040344,-8.27814197540283,1.68138098716736,64,0,64,0
1,1,1,-8.72767543792725,-13.3604822158813,-4.6328067779541,-0.75602912902832,-0.707728028297424,-8.72767543792725,1.6710159778595,64,0,64,0
1,1,1,-9.60199069976807,-14.1642942428589,-4.56230354309082,-0.533056259155273,-0.477801978588104,-9.60199069976807,1.66198110580444,64,0,64,0
1,1,1,-9.20336151123047,-15.0102653503418,-5.80690383911133,-0.601892471313477,-0.566704154014587,-9.20336151123047,1.82145714759827,64,0,64,0
1,1,1,-9.75287055969238,-15.8593034744263,-6.10643291473389,-0.655823707580566,-0.574292182922363,-9.75287055969238,1.70256090164185,64,0,64,0
1,1,1,-10.2520923614502,-17.3183326721191,-7.06624031066895,-0.706740379333496,-0.631010711193085,-10.2520923614502,1.74738502502441,64,0,64,0
1,1,1,-9.10830497741699,-14.5267763137817,-5.41847133636475,-0.613922119140625,-0.57854700088501,-9.10830497741699,1.85656690597534,64,0,64,0
1,1,1,-8.64250755310059,-14.8774471282959,-6.23493957519531,-0.700160026550293,-0.658519268035889,-8.64250755310059,1.670166015625,64,0,64,0
1,1,1,-9.87117767333984,-18.0531139373779,-8.18193626403809,-0.727533340454102,-0.664139211177826,-9.87117767333984,1.6865599155426,64,0,64,0
1,1,1,-9.51904106140137,-16.2186679840088,-6.69962692260742,-0.670384407043457,-0.605438411235809,-9.51904106140137,1.8172550201416,64,0,64,0
1,1,1,-10.7673959732056,-16.4210319519043,-5.65363597869873,-0.783198356628418,-0.741935729980469,-10.7673959732056,1.69947195053101,64,0,64,0
1,1,1,-9.85416698455811,-15.2905836105347,-5.43641662597656,-0.49895191192627,-0.459042966365814,-9.85416698455811,1.72489380836487,64,0,64,0
1,1,1,-10.1065940856934,-15.4903621673584,-5.38376808166504,-0.598285675048828,-0.545393168926239,-10.1065940856934,1.83378195762634,64,0,64,0
1,1,1,-8.89125061035156,-15.607608795166,-6.71635818481445,-0.824467658996582,-0.688916087150574,-8.89125061035156,1.70932292938232,64,0,64,0
1,1,1,-8.86775493621826,-16.006217956543,-7.13846302032471,-0.410635948181152,-0.369506657123566,-8.86775493621826,1.70481109619141,64,0,64,0
1,1,1,-9.56003379821777,-14.5597658157349,-4.99973201751709,-0.551606178283691,-0.464878618717194,-9.56003379821777,1.67241811752319,64,0,64,0
1,1,1,-9.9502067565918,-15.3774127960205,-5.42720603942871,-0.705541610717773,-0.636760056018829,-9.9502067565918,1.70862698554993,64,0,64,0
1,1,1,-10.2155876159668,-17.2830371856689,-7.06744956970215,-0.570950508117676,-0.514656364917755,-10.2155876159668,1.71194100379944,64,0,64,0
1,1,1,-10.4079113006592,-17.1936683654785,-6.78575706481934,-0.658130645751953,-0.549471497535706,-10.4079113006592,1.67864298820496,64,0,64,0
1,1,1,-10.8556070327759,-19.1438140869141,-8.28820705413818,-0.774209976196289,-0.715027511119843,-10.8556070327759,1.855299949646,64,0,64,0
1,1,1,-11.0849018096924,-18.4293804168701,-7.34447860717773,-0.642311096191406,-0.589154899120331,-11.0849018096924,1.7568850517273,64,0,64,0
1,1,1,-9.85662460327148,-15.3366069793701,-5.47998237609863,-0.682209014892578,-0.624716222286224,-9.85662460327148,1.67725396156311,64,0,64,0
1,1,1,-11.4414920806885,-15.8819580078125,-4.44046592712402,-0.823389053344727,-0.719060719013214,-11.4414920806885,1.84482502937317,64,0,64,0
1,1,1,-9.92883110046387,-15.8127002716064,-5.88386917114258,-0.567493438720703,-0.51575767993927,-9.92883110046387,1.70069408416748,64,0,64,0
1,1,1,-10.8417711257935,-17.8765983581543,-7.03482723236084,-0.527750968933106,-0.483991205692291,-10.8417711257935,1.69640493392944,64,0,64,0
1,1,1,-10.0973243713379,-17.8967056274414,-7.79938125610352,-0.684882164001465,-0.654156148433685,-10.0973243713379,1.85548210144043,64,0,64,0
1,1,1,-11.1943740844727,-16.5150947570801,-5.32072067260742,-0.870686531066895,-0.803134977817535,-11.1943740844727,1.70421504974365,64,0,64,0
1,1,1,-11.4189548492432,-17.9644145965576,-6.54545974731445,-0.721030235290527,-0.624354124069214,-11.4189548492432,1.7383599281311,64,0,64,0
1,1,1,-10.9194984436035,-17.9288921356201,-7.0093936920166,-0.720271110534668,-0.659339308738709,-10.9194984436035,1.94746685028076,64,0,64,0
1,1,1,-9.79318904876709,-16.1904125213623,-6.39722347259522,-0.689298629760742,-0.646677136421204,-9.79318904876709,1.72767186164856,64,0,64,0
1,1,1,-11.4384469985962,-17.5302581787109,-6.09181118011475,-0.741842269897461,-0.568406045436859,-11.4384469985962,1.73878288269043,64,0,64,0
1,1,1,-10.8920631408691,-18.2651786804199,-7.37311553955078,-0.589690208435059,-0.557233273983002,-10.8920631408691,1.85643291473389,64,0,64,0
1,1,1,-10.3454608917236,-16.1479988098145,-5.80253791809082,-0.761757850646973,-0.695290565490723,-10.3454608917236,1.74452900886536,64,0,64,0
1,1,1,-12.0075855255127,-19.3981971740723,-7.39061164855957,-0.724287033081055,-0.653470993041992,-12.0075855255127,1.78226709365845,64,0,64,0
1,1,1,-11.2577152252197,-18.2360229492188,-6.97830772399902,-0.549369812011719,-0.505217432975769,-11.2577152252197,1.85958600044251,64,0,64,0
1,1,1,-11.6010332107544,-19.1130485534668,-7.5120153427124,-0.728729248046875,-0.600521922111511,-11.6010332107544,1.78099179267883,64,0,64,0
1,1,1,-11.2541542053223,-17.9403820037842,-6.68622779846191,-0.615213394165039,-0.585829794406891,-11.2541542053223,1.7422661781311,64,0,64,0
1,1,1,-12.3353643417358,-20.5238399505615,-8.18847560882568,-0.717796325683594,-0.654169023036957,-12.3353643417358,1.89446687698364,64,0,64,0
1,1,1,-11.9640979766846,-21.5593109130859,-9.59521293640137,-0.744129180908203,-0.701554238796234,-11.9640979766846,1.74812483787537,64,0,64,0
1,1,1,-11.48193359375,-18.6649379730225,-7.18300437927246,-0.574689865112305,-0.521182477474213,-11.48193359375,1.72789812088013,64,0,64,0
1,1,1,-11.309886932373,-18.2516593933105,-6.9417724609375,-0.443767547607422,-0.402773559093475,-11.309886932373,1.90608787536621,64,0,64,0
1,1,1,-11.0214443206787,-17.4900150299072,-6.46857070922852,-0.695564270019531,-0.635392010211945,-11.0214443206787,1.75277781486511,64,0,64,0
1,1,1,-11.7910022735596,-17.9902381896973,-6.1992359161377,-0.738054275512695,-0.677941739559174,-11.7910022735596,1.73485493659973,64,0,64,0
1,1,1,-11.2404947280884,-17.9171562194824,-6.67666149139404,-0.696051597595215,-0.625691652297974,-11.2404947280884,1.81634306907654,64,0,64,0
1,1,1,-11.5710601806641,-20.4045944213867,-8.83353424072266,-0.637722015380859,-0.589510202407837,-11.5710601806641,1.7254900932312,64,0,64,0
1,1,1,-10.8076314926147,-18.1062965393066,-7.29866504669189,-0.621143341064453,-0.594733357429504,-10.8076314926147,1.70675086975098,64,0,64,0
1,1,1,-12.8080205917358,-21.86985206604,-9.0618314743042,-0.710405349731445,-0.650610506534576,-12.8080205917358,1.81426310539246,64,0,64,0
1,1,1,-11.8351364135742,-19.9326915740967,-8.09755516052246,-0.580619812011719,-0.536373734474182,-11.8351364135742,1.74943518638611,64,0,64,0
1,1,1,-11.2564144134522,-19.1094913482666,-7.85307693481445,-0.643289566040039,-0.607279777526856,-11.2564144134522,1.7109260559082,64,0,64,0
1,1,1,-11.4209575653076,-19.3095474243164,-7.88858985900879,-0.850473403930664,-0.759172916412354,-11.4209575653076,1.88644599914551,64,0,64,0
1,1,1,-12.0475873947144,-19.6040439605713,-7.55645656585693,-0.812915802001953,-0.756387174129486,-12.0475873947144,1.74190592765808,64,0,64,0
1,1,1,-10.8663997650147,-18.8056659698486,-7.93926620483398,-0.528153419494629,-0.444301903247833,-10.8663997650147,1.7562689781189,64,0,64,0
1,1,1,-12.1319341659546,-19.0851058959961,-6.9531717300415,-0.584003448486328,-0.50361979007721,-12.1319341659546,1.81684494018555,64,0,64,0
1,1,1,-11.0188541412354,-17.8966522216797,-6.87779808044434,-0.830631256103516,-0.747083187103272,-11.0188541412354,1.74595189094543,64,0,64,0
1,1,1,-11.8441543579102,-18.3557319641113,-6.51157760620117,-0.524260520935059,-0.447751998901367,-11.8441543579102,1.68596386909485,64,0,64,0
1,1,1,-11.4327983856201,-17.7996711730957,-6.36687278747559,-0.835182189941406,-0.771119594573975,-11.4327983856201,1.85020303726196,64,0,64,0
1,1,1,-12.045259475708,-22.4521541595459,-10.4068946838379,-0.754648208618164,-0.706395447254181,-12.045259475708,1.71894693374634,64,0,64,0
1,1,1,-12.5241012573242,-21.1387519836426,-8.61465072631836,-0.634343147277832,-0.590460538864136,-12.5241012573242,1.75402688980103,64,0,64,0
1,1,1,-11.8325901031494,-17.9028015136719,-6.07021141052246,-0.73150634765625,-0.660316944122314,-11.8325901031494,1.86805391311646,64,0,64,0
1,1,1,-13.721794128418,-22.7689151763916,-9.04712104797363,-0.800093650817871,-0.719176113605499,-13.721794128418,1.68665099143982,64,0,64,0
1,1,1,-11.5507030487061,-19.7104053497314,-8.15970230102539,-0.680229187011719,-0.605211794376373,-11.5507030487061,1.69418001174927,64,0,64,0
1,1,1,-12.5383396148682,-19.2302665710449,-6.69192695617676,-0.586509704589844,-0.549445986747742,-12.5383396148682,1.91340804100037,64,0,64,0
1,1,1,-12.138557434082,-19.7350997924805,-7.59654235839844,-0.723211288452148,-0.644988417625427,-12.138557434082,1.71709203720093,64,0,64,0
1,1,1,-12.3236846923828,-19.9944648742676,-7.67078018188477,-0.565373420715332,-0.511332035064697,-12.3236846923828,1.68831896781921,64,0,64,0
1,1,1,-11.8240299224854,-20.4990768432617,-8.67504692077637,-0.557483673095703,-0.519370555877685,-11.8240299224854,1.69819784164429,64,0,64,0
1,1,1,-12.1018619537354,-20.165885925293,-8.06402397155762,-0.73321533203125,-0.652023553848267,-12.1018619537354,1.68583798408508,64,0,64,0
1,1,1,-13.8597507476807,-22.8542518615723,-8.9945011138916,-0.780562400817871,-0.681601226329803,-13.8597507476807,1.81198811531067,64,0,64,0
1,1,1,-13.3385753631592,-20.4702987670898,-7.13172340393066,-0.619935035705566,-0.580294847488403,-13.3385753631592,1.69302916526794,64,0,64,0
1,1,1,-12.1091823577881,-20.2073745727539,-8.09819221496582,-0.656519889831543,-0.626691401004791,-12.1091823577881,1.69930601119995,64,0,64,0
1,1,1,-11.9327621459961,-19.7421913146973,-7.80942916870117,-0.670475959777832,-0.547729730606079,-11.9327621459961,1.80739212036133,64,0,64,0
1,1,1,-10.7746686935425,-18.8735160827637,-8.09884738922119,-0.709170341491699,-0.6573765873909,-10.7746686935425,1.69949412345886,64,0,64,0
1,1,1,-12.9374208450317,-19.7861728668213,-6.84875202178955,-0.635481834411621,-0.58150053024292,-12.9374208450317,1.70634007453918,64,0,64,0
1,1,1,-12.4783000946045,-21.876106262207,-9.39780616760254,-0.617780685424805,-0.520411610603333,-12.4783000946045,1.81569600105286,64,0,64,0
1,1,1,-13.0533409118652,-22.6372604370117,-9.58391952514648,-0.89240837097168,-0.810780882835388,-13.0533409118652,1.73153710365295,64,0,64,0
1,1,1,-13.2473649978638,-22.1260032653809,-8.87863826751709,-0.666211128234863,-0.625046491622925,-13.2473649978638,1.69596385955811,64,0,64,0
1,1,1,-12.9142379760742,-19.6114196777344,-6.69718170166016,-0.788297653198242,-0.68938148021698,-12.9142379760742,1.85706305503845,64,0,64,0
1,1,1,-12.8301391601563,-22.567892074585,-9.73775291442871,-0.750265121459961,-0.716886162757874,-12.8301391601563,1.69128394126892,64,0,64,0
1,1,1,-12.8818044662476,-22.3755416870117,-9.49373722076416,-0.723395347595215,-0.649450242519379,-12.8818044662476,1.6969199180603,64,0,64,0
1,1,1,-13.0722389221191,-21.0617218017578,-7.98948287963867,-0.616970062255859,-0.537927508354187,-13.0722389221191,1.84084796905518,64,0,64,0
1,1,1,-11.7468891143799,-19.6054534912109,-7.85856437683106,-0.400175094604492,-0.33250105381012,-11.7468891143799,1.74731588363647,64,0,64,0
1,1,1,-12.6028070449829,-21.1516895294189,-8.54888248443604,-0.569192886352539,-0.520703673362732,-12.6028070449829,1.84819388389587,64,0,64,0
1,1,1,-12.2694301605225,-20.4127788543701,-8.14334869384766,-0.687610626220703,-0.604848325252533,-12.2694301605225,1.70156383514404,64,0,64,0
1,1,1,-11.6629161834717,-19.5181427001953,-7.85522651672363,-0.591953277587891,-0.530310928821564,-11.6629161834717,1.68773603439331,64,0,64,0
1,1,1,-11.9895648956299,-21.4004344940186,-9.41086959838867,-0.622693061828613,-0.5858074426651,-11.9895648956299,1.84583497047424,64,0,64,0
1,1,1,-11.9361991882324,-18.9566192626953,-7.02042007446289,-0.775547981262207,-0.65844851732254,-11.9361991882324,1.71126389503479,64,0,64,0
1,1,1,-12.9749269485474,-20.1592597961426,-7.18433284759522,-0.605396270751953,-0.57161420583725,-12.9749269485474,1.70087814331055,64,0,64,0
1,1,1,-11.8095846176147,-18.7229270935059,-6.91334247589111,-0.687534332275391,-0.627453565597534,-11.8095846176147,1.87363004684448,64,0,64,0
1,1,1,-11.1553010940552,-17.6923599243164,-6.53705883026123,-0.748469352722168,-0.678015470504761,-11.1553010940552,1.71634697914124,64,0,64,0
1,1,1,-11.9863843917847,-19.9146137237549,-7.92822933197022,-0.68206787109375,-0.658458471298218,-11.9863843917847,1.7236168384552,64,0,64,0
1,1,1,-12.9656925201416,-21.0804176330566,-8.11472511291504,-0.470746994018555,-0.437100410461426,-12.9656925201416,1.88739585876465,64,0,64,0
1,1,1,-11.8482065200806,-17.701114654541,-5.85290813446045,-0.621969223022461,-0.557581007480621,-11.8482065200806,1.71753692626953,64,0,64,0
1,1,1,-12.0396518707275,-17.8524208068848,-5.81276893615723,-0.702776908874512,-0.618411898612976,-12.0396518707275,1.70476508140564,64,0,64,0
1,1,1,-12.2863254547119,-20.1718845367432,-7.88555908203125,-0.607208251953125,-0.550602436065674,-12.2863254547119,1.86946392059326,64,0,64,0
1,1,1,-12.6747131347656,-19.4534435272217,-6.77873039245606,-0.730809211730957,-0.578152179718018,-12.6747131347656,1.74340391159058,64,0,64,0
1,1,1,-13.4848346710205,-21.006799697876,-7.52196502685547,-0.607500076293945,-0.523967862129211,-13.4848346710205,1.71805000305176,64,0,64,0
1,1,1,-13.9277286529541,-23.9996032714844,-10.0718746185303,-0.673038482666016,-0.646332561969757,-13.9277286529541,1.88477611541748,64,0,64,0
1,1,1,-13.4649448394775,-21.7542190551758,-8.28927421569824,-0.679911613464356,-0.610223412513733,-13.4649448394775,1.73076510429382,64,0,64,0
1,1,1,-12.693603515625,-21.6818943023682,-8.98829078674316,-0.628561973571777,-0.586597442626953,-12.693603515625,1.87232804298401,64,0,64,0
1,1,1,-12.6060924530029,-19.9410018920898,-7.33490943908691,-0.807625770568848,-0.764252483844757,-12.6060924530029,1.76237797737122,64,0,64,0
1,1,1,-12.6104440689087,-20.5758056640625,-7.96536159515381,-0.740932464599609,-0.687837421894074,-12.6104440689087,1.74042987823486,64,0,64,0
1,1,1,-11.3398303985596,-18.9882984161377,-7.64846801757813,-0.670534133911133,-0.62612920999527,-11.3398303985596,1.87679719924927,64,0,64,0
1,1,1,-12.4133758544922,-20.7137222290039,-8.30034637451172,-0.629172325134277,-0.59780752658844,-12.4133758544922,1.73883605003357,64,0,64,0
1,1,1,-12.3107566833496,-20.0865745544434,-7.77581787109375,-0.695767402648926,-0.608680188655853,-12.3107566833496,1.71492481231689,64,0,64,0
1,1,1,-12.0820255279541,-19.0789527893066,-6.99692726135254,-0.852306365966797,-0.705514550209045,-12.0820255279541,1.86423707008362,64,0,64,0
1,1,1,-11.1008577346802,-19.0795402526855,-7.97868251800537,-0.673044204711914,-0.635788798332214,-11.1008577346802,1.78307604789734,64,0,64,0
