0,0.061598532,0.3104747,0.011171229,0.050427303
0,0.009104658,0.14920107,0.0014491214,0.0076555363
0,0.012945277,0.15374003,0.0017618911,0.011183386
0,0.009142416,0.18273535,0.0011580932,0.0079843225
0,0.030783715,0.17742828,0.004170625,0.02661309
0,0.021817401,0.21643798,0.0035507455,0.018266656
0,0.012469584,0.16254756,0.0016650648,0.010804519
0,0.03034016,0.1851294,0.00510497,0.02523519
0,0.027722195,0.18113804,0.0035942881,0.024127906
0,0.029300537,0.2751844,0.0043219374,0.024978599
0,0.014552762,0.20890488,0.0016731316,0.012879631
0,0.030234106,0.21461304,0.004429239,0.025804868
0,0.0125442315,0.20487797,0.0014430616,0.0111011695
0,0.010548333,0.15259337,0.0017394652,0.008808867
0,0.018807145,0.2134328,0.0028465812,0.015960563
0,0.046740673,0.21060511,0.006896846,0.039843827
0,0.010888504,0.19715977,0.0013919754,0.009496529
0,0.019977255,0.16690917,0.0020834412,0.017893814
0,0.01755084,0.17933872,0.0023016853,0.015249154
0,0.041444454,0.20956211,0.006129071,0.035315383
0,0.0541356,0.3310647,0.0062314374,0.04790416
0,0.018246355,0.25502712,0.003185158,0.015061196
0,0.018835759,0.11869901,0.0028548907,0.015980868
0,0.056786943,0.30097657,0.0067320555,0.05005489
0,0.019918744,0.23318696,0.0033754667,0.016543277
0,0.019532537,0.20356369,0.0028585785,0.016673958
0,0.044608258,0.26455817,0.008579837,0.036028422
0,0.03939223,0.26165897,0.0057941074,0.03359812
0,0.021579433,0.26814747,0.0027208626,0.01885857
0,0.033830747,0.17480573,0.004478834,0.029351914
0,0.019802203,0.2700248,0.002745438,0.017056765
0,0.011333174,0.17591266,0.001858718,0.009474456
0,0.026859283,0.2777037,0.0031367196,0.023722565
0,0.06090253,0.24842976,0.009301789,0.05160074
0,0.019947909,0.31416905,0.0028857132,0.017062197
0,0.02375013,0.18674307,0.003830404,0.019919727
0,0.016881432,0.19971657,0.0022189254,0.014662507
0,0.027359944,0.2874565,0.0031758705,0.024184074
0,0.023557574,0.17287742,0.003926483,0.019631092
0,0.026179744,0.21578372,0.003493054,0.02268669
0,0.013047271,0.16269271,0.0016774669,0.011369805
0,0.011506915,0.17018051,0.0014567256,0.01005019
0,0.014977182,0.19589856,0.0022536337,0.012723548
0,0.0477067,0.23371069,0.0043957755,0.043310925
0,0.031005906,0.28825152,0.004808267,0.026197638
0,0.018592328,0.18548746,0.0030569052,0.0155354235
0,0.009754244,0.16141698,0.0013361005,0.008418144
0,0.046710048,0.2792222,0.0067522204,0.03995783
0,0.028107543,0.15005156,0.0033339506,0.024773592
0,0.012110425,0.19122352,0.0018270792,0.010283346
0,0.029000854,0.24074373,0.0035896138,0.02541124
0,0.009090061,0.16032921,0.0015849957,0.0075050658
0,0.02911765,0.1917401,0.0047328095,0.02438484
0,0.027850065,0.22916675,0.0038053505,0.024044715
0,0.00828748,0.19275418,0.0015468327,0.0067406474
0,0.025182638,0.15016177,0.003826998,0.02135564
0,0.04584152,0.44159886,0.0050493605,0.04079216
0,0.028772527,0.20994607,0.00435964,0.024412887
0,0.00966269,0.1203568,0.0016127782,0.008049912
0,0.014566082,0.21492094,0.0018237891,0.012742292
0,0.039897196,0.29299915,0.005034605,0.034862593
0,0.034662485,0.34424725,0.0070542097,0.027608274
0,0.054023687,0.4023945,0.010200322,0.043823365
0,0.00869231,0.15755202,0.0013837108,0.0073085995
0,0.020289904,0.2551514,0.0031596676,0.017130235
0,0.009986709,0.15949947,0.0018121906,0.008174518
0,0.044524245,0.2567219,0.0074393423,0.037084904
0,0.011491435,0.18236962,0.0015769249,0.00991451
0,0.011606797,0.124008976,0.0017997272,0.00980707
0,0.009365179,0.1421855,0.0016172929,0.007747886
0,0.014758428,0.20578727,0.0023488167,0.012409611
0,0.028702801,0.26433808,0.0040611695,0.024641631
0,0.009521093,0.15840042,0.0016925934,0.0078285
0,0.04160527,0.22415926,0.0043387213,0.03726655
0,0.030425213,0.27353355,0.004627495,0.025797717
0,0.023072524,0.20131773,0.0034958157,0.019576708
0,0.023414684,0.22896236,0.0039634462,0.019451238
0,0.027838035,0.1504471,0.003363531,0.024474503
0,0.009833022,0.17273769,0.0016980248,0.008134997
0,0.03276477,0.23163004,0.006951627,0.025813144
0,0.027599586,0.21368918,0.004747778,0.022851808
0,0.012003627,0.19906245,0.0014875486,0.010516078
0,0.04594297,0.4311328,0.005213164,0.040729806
0,0.013581092,0.18992008,0.0023182684,0.011262823
0,0.041718837,0.15839916,0.0061561423,0.035562694
0,0.020634206,0.32669652,0.0031418023,0.017492404
0,0.034683116,0.20813927,0.0048984787,0.029784638
0,0.018938316,0.1770904,0.0021506723,0.016787644
